0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206,0.9754484497917206
,0.9655214508995213,0.9655214508995213,0.9655214508995213,0.9655214508995213,0.9655214508995213,0.9655214508995213,0.9655214508995213,0.9655214508995213,0.9655214508995213,0.9655214508995213
,,0.9759020399454355,0.9759020399454355,0.9759020399454355,0.9759020399454355,0.9759020399454355,0.9759020399454355,0.9759020399454355,0.9759020399454355,0.9759020399454355
,,,0.991257058132974,0.991257058132974,0.991257058132974,0.991257058132974,0.991257058132974,0.991257058132974,0.991257058132974,0.991257058132974
,,,,0.993101339095346,0.993101339095346,0.993101339095346,0.993101339095346,0.993101339095346,0.993101339095346,0.993101339095346
,,,,,0.9981468034684422,0.9981468034684422,0.9981468034684422,0.9981468034684422,0.9981468034684422,0.9981468034684422
,,,,,,0.998798156347534,0.998798156347534,0.998798156347534,0.998798156347534,0.998798156347534
,,,,,,,0.9994696193322585,0.9994696193322585,0.9994696193322585,0.9994696193322585
,,,,,,,,0.9996034062833424,0.9996034062833424,0.9996034062833424
,,,,,,,,,0.9996228932338646,0.9996228932338646
,,,,,,,,,,0.9997415553201988
